CustomerID,CustomerName,City,Segment,SignupDate,PreferredChannel
1340,Cliente 01340,Las Palmas,Plus,2021-02-23,Mixto
1341,Cliente 01341,Las Palmas,Básico,2021-06-19,Mixto
1342,Cliente 01342,Valladolid,Básico,2019-03-10,Online
1343,Cliente 01343,Granada,Básico,2019-03-16,Tienda
1344,Cliente 01344,Murcia,Premium,2024-06-07,Online
1345,Cliente 01345,Gijón,Básico,2024-11-25,Online
1346,Cliente 01346,Gijón,Plus,2025-10-11,Online
1347,Cliente 01347,Pamplona,Plus,2023-05-19,Tienda
1348,Cliente 01348,Santander,Básico,2025-07-03,Online
1349,Cliente 01349,Gijón,Básico,2021-11-30,Online
1350,Cliente 01350,Bilbao,Básico,2020-10-11,Online
1351,Cliente 01351,Vigo,Básico,2020-09-19,Tienda
1352,Cliente 01352,Vigo,Plus,2020-08-27,Mixto
1353,Cliente 01353,Zaragoza,Básico,2024-03-19,Mixto
1354,Cliente 01354,Córdoba,Básico,2019-01-26,Tienda
1355,Cliente 01355,Bilbao,Plus,2025-08-13,Online
1356,Cliente 01356,Las Palmas,Plus,2024-06-03,Mixto
1357,Cliente 01357,Gijón,Básico,2021-08-31,Online
1358,Cliente 01358,Sevilla,Plus,2023-11-29,Mixto
1359,Cliente 01359,Málaga,Básico,2019-12-11,Tienda
1360,Cliente 01360,Gijón,Plus,2022-01-07,Tienda
1361,Cliente 01361,Palma,Básico,2019-10-07,Online
1362,Cliente 01362,Pamplona,Básico,2019-10-14,Online
1363,Cliente 01363,Madrid,Básico,2019-01-17,Tienda
1364,Cliente 01364,Córdoba,Plus,2024-07-27,Tienda
1365,Cliente 01365,Gijón,Plus,2024-03-16,Mixto
1366,Cliente 01366,Santander,Básico,2025-04-01,Tienda
1367,Cliente 01367,Valencia,Premium,2025-11-13,Tienda
1368,Cliente 01368,Pamplona,Plus,2025-10-02,Online
1369,Cliente 01369,Murcia,Básico,2025-12-12,Tienda
1370,Cliente 01370,Málaga,Plus,2019-02-10,Online
1371,Cliente 01371,Málaga,Básico,2024-06-27,Tienda
1372,Cliente 01372,Alicante,Premium,2024-01-23,Tienda
1373,Cliente 01373,Alicante,Básico,2020-02-19,Mixto
1374,Cliente 01374,Palma,Básico,2019-12-16,Tienda
1375,Cliente 01375,Barcelona,Básico,2025-11-04,Online
1376,Cliente 01376,Pamplona,Básico,2025-03-05,Mixto
1377,Cliente 01377,Sevilla,Plus,2021-04-17,Tienda
1378,Cliente 01378,Barcelona,Básico,2019-07-11,Tienda
1379,Cliente 01379,Valladolid,Básico,2021-05-02,Tienda
1380,Cliente 01380,Murcia,Básico,2019-01-14,Mixto
1381,Cliente 01381,Alicante,Premium,2023-10-23,Online
1382,Cliente 01382,Granada,Plus,2021-08-29,Tienda
1383,Cliente 01383,Barcelona,Básico,2019-05-06,Mixto
1384,Cliente 01384,Zaragoza,Básico,2025-11-09,Online
1385,Cliente 01385,Las Palmas,Básico,2024-10-11,Mixto
1386,Cliente 01386,Gijón,Premium,2025-05-01,Tienda
1387,Cliente 01387,Valladolid,Plus,2025-12-24,Online
1388,Cliente 01388,Málaga,Plus,2019-02-06,Online
1389,Cliente 01389,Valladolid,Premium,2024-06-04,Mixto
1390,Cliente 01390,Pamplona,Básico,2024-07-05,Mixto
1391,Cliente 01391,Palma,Plus,2024-06-20,Online
1392,Cliente 01392,Granada,Básico,2020-11-08,Online
1393,Cliente 01393,Gijón,Básico,2021-09-24,Online
1394,Cliente 01394,Zaragoza,Básico,2025-07-02,Online
1395,Cliente 01395,Bilbao,Básico,2019-06-18,Tienda
1396,Cliente 01396,Vigo,Premium,2023-06-27,Online
1397,Cliente 01397,Sevilla,Básico,2024-07-19,Online
1398,Cliente 01398,Málaga,Plus,2024-08-01,Online
1399,Cliente 01399,Bilbao,Plus,2023-03-07,Tienda
1400,Cliente 01400,Valladolid,Plus,2024-05-14,Tienda
1401,Cliente 01401,Zaragoza,Premium,2025-05-13,Tienda
1402,Cliente 01402,Alicante,Básico,2024-05-11,Tienda
1403,Cliente 01403,Santander,Básico,2019-10-24,Mixto
1404,Cliente 01404,Gijón,Básico,2021-02-18,Tienda
1405,Cliente 01405,Pamplona,Básico,2021-05-26,Mixto
1406,Cliente 01406,Madrid,Premium,2021-07-10,Tienda
1407,Cliente 01407,Palma,Básico,2020-07-15,Online
1408,Cliente 01408,Sevilla,Básico,2023-10-13,Mixto
1409,Cliente 01409,Santander,Básico,2019-10-09,Tienda
1410,Cliente 01410,Córdoba,Básico,2024-07-06,Tienda
1411,Cliente 01411,Zaragoza,Plus,2023-08-11,Online
1412,Cliente 01412,Valladolid,Básico,2025-09-22,Tienda
1413,Cliente 01413,Valladolid,Plus,2019-01-17,Mixto
1414,Cliente 01414,Palma,Plus,2021-01-25,Online
1415,Cliente 01415,Palma,Plus,2025-04-15,Online
1416,Cliente 01416,Madrid,Básico,2022-06-15,Online
1417,Cliente 01417,Palma,Plus,2022-12-04,Tienda
1418,Cliente 01418,Málaga,Básico,2019-03-16,Mixto
1419,Cliente 01419,Gijón,Básico,2024-05-01,Tienda
1420,Cliente 01420,Granada,Plus,2020-10-08,Mixto
1421,Cliente 01421,Vigo,Plus,2025-09-27,Tienda
1422,Cliente 01422,Madrid,Básico,2021-08-13,Tienda
1423,Cliente 01423,Granada,Premium,2020-04-27,Online
1424,Cliente 01424,Murcia,Básico,2023-02-26,Online
1425,Cliente 01425,Murcia,Plus,2022-05-05,Tienda
1426,Cliente 01426,Pamplona,Premium,2022-04-18,Online
1427,Cliente 01427,Granada,Básico,2025-08-24,Online
1428,Cliente 01428,Madrid,Plus,2021-07-20,Mixto
1429,Cliente 01429,Málaga,Plus,2021-10-13,Tienda
1430,Cliente 01430,Vigo,Plus,2023-05-15,Online
1431,Cliente 01431,Las Palmas,Plus,2020-03-11,Tienda
1432,Cliente 01432,Bilbao,Plus,2024-10-18,Tienda
1433,Cliente 01433,Las Palmas,Básico,2020-08-10,Mixto
1434,Cliente 01434,Granada,Plus,2020-09-09,Tienda
1435,Cliente 01435,Bilbao,Básico,2019-01-28,Online
1436,Cliente 01436,Vigo,Premium,2021-05-26,Online
1437,Cliente 01437,Vigo,Básico,2023-01-29,Online
1438,Cliente 01438,Granada,Básico,2023-12-07,Tienda
1439,Cliente 01439,Zaragoza,Premium,2025-04-15,Tienda
1440,Cliente 01440,Sevilla,Básico,2024-06-11,Tienda
1441,Cliente 01441,Las Palmas,Básico,2021-03-31,Tienda
1442,Cliente 01442,Las Palmas,Plus,2024-10-10,Online
1443,Cliente 01443,Murcia,Básico,2020-05-12,Online
1444,Cliente 01444,Gijón,Básico,2020-06-19,Online
1445,Cliente 01445,Gijón,Básico,2021-07-04,Tienda
1446,Cliente 01446,Bilbao,Básico,2022-10-10,Tienda
1447,Cliente 01447,Gijón,Básico,2020-06-03,Mixto
1448,Cliente 01448,Bilbao,Básico,2025-04-19,Online
1449,Cliente 01449,Murcia,Básico,2020-11-21,Tienda
1450,Cliente 01450,Madrid,Básico,2021-09-28,Online
1451,Cliente 01451,Málaga,Básico,2023-03-27,Tienda
1452,Cliente 01452,Pamplona,Plus,2022-01-03,Online
1453,Cliente 01453,Murcia,Plus,2021-10-29,Tienda
1454,Cliente 01454,Córdoba,Básico,2025-11-22,Online
1455,Cliente 01455,Barcelona,Básico,2022-01-19,Online
1456,Cliente 01456,Alicante,Premium,2019-10-16,Tienda
1457,Cliente 01457,Málaga,Plus,2024-02-10,Tienda
1458,Cliente 01458,Vigo,Básico,2023-12-09,Tienda
1459,Cliente 01459,Santander,Básico,2020-07-13,Online
1460,Cliente 01460,Las Palmas,Básico,2024-12-13,Mixto
1461,Cliente 01461,Barcelona,Plus,2021-09-28,Online
1462,Cliente 01462,Palma,Premium,2020-01-21,Tienda
1463,Cliente 01463,Valencia,Premium,2020-03-16,Mixto
1464,Cliente 01464,Palma,Básico,2024-01-01,Tienda
1465,Cliente 01465,Barcelona,Básico,2020-07-06,Online
1466,Cliente 01466,Alicante,Básico,2022-04-15,Tienda
1467,Cliente 01467,Zaragoza,Básico,2024-02-20,Online
1468,Cliente 01468,Sevilla,Básico,2024-12-19,Tienda
1469,Cliente 01469,Madrid,Plus,2022-06-05,Tienda
1470,Cliente 01470,Granada,Básico,2025-05-08,Mixto
1471,Cliente 01471,Granada,Premium,2021-02-12,Mixto
1472,Cliente 01472,Gijón,Básico,2020-10-01,Online
1473,Cliente 01473,Barcelona,Básico,2019-06-14,Online
1474,Cliente 01474,Málaga,Premium,2024-01-28,Tienda
1475,Cliente 01475,Pamplona,Plus,2024-04-18,Tienda
1476,Cliente 01476,Valladolid,Básico,2025-06-25,Tienda
1477,Cliente 01477,Valencia,Plus,2025-06-13,Tienda
1478,Cliente 01478,Valencia,Básico,2019-09-19,Tienda
1479,Cliente 01479,Bilbao,Básico,2023-05-08,Mixto
1480,Cliente 01480,Pamplona,Básico,2023-12-06,Tienda
1481,Cliente 01481,Sevilla,Básico,2023-03-16,Online
1482,Cliente 01482,Santander,Plus,2019-02-17,Online
1483,Cliente 01483,Córdoba,Básico,2019-04-26,Tienda
1484,Cliente 01484,Santander,Plus,2023-09-10,Online
1485,Cliente 01485,Gijón,Plus,2024-12-28,Online
1486,Cliente 01486,Zaragoza,Básico,2020-04-03,Online
1487,Cliente 01487,Gijón,Básico,2019-04-29,Tienda
1488,Cliente 01488,Sevilla,Básico,2021-10-29,Mixto
1489,Cliente 01489,Zaragoza,Plus,2021-03-12,Tienda
1490,Cliente 01490,Sevilla,Plus,2025-11-17,Online
1491,Cliente 01491,Valencia,Plus,2025-06-24,Tienda
1492,Cliente 01492,Barcelona,Básico,2022-11-27,Tienda
1493,Cliente 01493,Sevilla,Básico,2025-08-24,Mixto
1494,Cliente 01494,Valencia,Básico,2020-08-07,Tienda
1495,Cliente 01495,Málaga,Básico,2025-12-10,Tienda
1496,Cliente 01496,Barcelona,Plus,2022-02-16,Mixto
1497,Cliente 01497,Barcelona,Básico,2022-05-02,Tienda
1498,Cliente 01498,Pamplona,Básico,2019-05-10,Online
1499,Cliente 01499,Barcelona,Básico,2020-03-29,Tienda
1500,Cliente 01500,Barcelona,Básico,2020-05-11,Tienda
1501,Cliente 01501,Madrid,Plus,2022-06-01,Tienda
1502,Cliente 01502,Valencia,Básico,2020-04-30,Mixto
1503,Cliente 01503,Las Palmas,Premium,2019-09-19,Online
1504,Cliente 01504,Gijón,Plus,2023-03-27,Tienda
1505,Cliente 01505,Vigo,Premium,2025-02-08,Online
1506,Cliente 01506,Valladolid,Plus,2019-06-28,Online
1507,Cliente 01507,Barcelona,Plus,2022-12-03,Tienda
1508,Cliente 01508,Vigo,Plus,2025-09-20,Mixto
1509,Cliente 01509,Madrid,Básico,2021-10-30,Tienda
1510,Cliente 01510,Alicante,Básico,2020-04-12,Online
1511,Cliente 01511,Murcia,Plus,2019-07-23,Online
1512,Cliente 01512,Granada,Básico,2025-07-21,Tienda
1513,Cliente 01513,Zaragoza,Básico,2021-11-01,Tienda
1514,Cliente 01514,Alicante,Premium,2019-09-26,Mixto
1515,Cliente 01515,Murcia,Básico,2025-01-22,Tienda
1516,Cliente 01516,Las Palmas,Básico,2024-08-11,Mixto
1517,Cliente 01517,Santander,Plus,2023-12-03,Mixto
1518,Cliente 01518,Córdoba,Básico,2019-08-04,Tienda
1519,Cliente 01519,Murcia,Premium,2019-07-30,Tienda
1520,Cliente 01520,Palma,Básico,2020-07-13,Tienda
1521,Cliente 01521,Córdoba,Premium,2020-02-13,Mixto
1522,Cliente 01522,Málaga,Plus,2022-09-21,Tienda
1523,Cliente 01523,Sevilla,Básico,2021-09-29,Tienda
1524,Cliente 01524,Palma,Básico,2024-05-10,Tienda
1525,Cliente 01525,Barcelona,Básico,2025-07-15,Tienda
1526,Cliente 01526,Sevilla,Básico,2019-11-30,Mixto
1527,Cliente 01527,Murcia,Básico,2023-07-26,Mixto
1528,Cliente 01528,Gijón,Premium,2022-07-25,Online
1529,Cliente 01529,Gijón,Básico,2019-08-31,Online
1530,Cliente 01530,Bilbao,Plus,2021-01-18,Mixto
1531,Cliente 01531,Murcia,Básico,2024-07-07,Tienda
1532,Cliente 01532,Valencia,Premium,2025-01-30,Mixto
1533,Cliente 01533,Vigo,Básico,2021-07-30,Online
1534,Cliente 01534,Bilbao,Básico,2019-09-30,Mixto
1535,Cliente 01535,Gijón,Plus,2020-09-17,Tienda
1536,Cliente 01536,Granada,Básico,2024-11-25,Online
1537,Cliente 01537,Córdoba,Plus,2022-12-27,Online
1538,Cliente 01538,Zaragoza,Básico,2022-01-05,Tienda
1539,Cliente 01539,Pamplona,Básico,2019-02-04,Online
1540,Cliente 01540,Córdoba,Básico,2024-06-23,Mixto
1541,Cliente 01541,Alicante,Plus,2022-04-04,Tienda
1542,Cliente 01542,Granada,Básico,2022-10-25,Tienda
1543,Cliente 01543,Granada,Básico,2024-11-26,Online
1544,Cliente 01544,Barcelona,Básico,2022-12-08,Mixto
1545,Cliente 01545,Granada,Básico,2025-06-30,Tienda
1546,Cliente 01546,Vigo,Básico,2022-12-01,Mixto
1547,Cliente 01547,Sevilla,Premium,2021-05-25,Mixto
1548,Cliente 01548,Zaragoza,Básico,2025-06-16,Tienda
1549,Cliente 01549,Vigo,Plus,2023-07-01,Mixto
1550,Cliente 01550,Sevilla,Básico,2024-04-27,Tienda
1551,Cliente 01551,Palma,Básico,2020-08-02,Tienda
1552,Cliente 01552,Córdoba,Básico,2023-09-12,Online
1553,Cliente 01553,Alicante,Básico,2022-12-02,Online
1554,Cliente 01554,Santander,Básico,2019-09-26,Tienda
1555,Cliente 01555,Valencia,Básico,2020-10-11,Online
1556,Cliente 01556,Zaragoza,Básico,2025-05-19,Tienda
1557,Cliente 01557,Pamplona,Premium,2022-12-31,Mixto
1558,Cliente 01558,Valladolid,Básico,2024-06-02,Tienda
1559,Cliente 01559,Bilbao,Básico,2020-03-14,Online
1560,Cliente 01560,Zaragoza,Básico,2020-07-10,Tienda
1561,Cliente 01561,Málaga,Básico,2025-08-02,Online
1562,Cliente 01562,Las Palmas,Plus,2021-12-09,Mixto
1563,Cliente 01563,Zaragoza,Básico,2025-03-16,Tienda
1564,Cliente 01564,Alicante,Plus,2024-08-28,Tienda
1565,Cliente 01565,Palma,Básico,2021-05-11,Tienda
1566,Cliente 01566,Valladolid,Básico,2025-08-23,Tienda
1567,Cliente 01567,Valencia,Premium,2024-06-08,Online
1568,Cliente 01568,Alicante,Básico,2019-11-23,Online
1569,Cliente 01569,Santander,Plus,2019-09-02,Tienda
1570,Cliente 01570,Valencia,Básico,2019-11-20,Mixto
1571,Cliente 01571,Zaragoza,Premium,2024-03-07,Online
1572,Cliente 01572,Córdoba,Básico,2020-01-01,Online
1573,Cliente 01573,Alicante,Básico,2020-12-22,Online
1574,Cliente 01574,Córdoba,Plus,2022-01-15,Tienda
1575,Cliente 01575,Valladolid,Básico,2019-12-13,Online
1576,Cliente 01576,Córdoba,Básico,2021-04-24,Mixto
1577,Cliente 01577,Valladolid,Premium,2023-09-30,Online
1578,Cliente 01578,Barcelona,Plus,2025-10-20,Tienda
1579,Cliente 01579,Vigo,Plus,2022-04-15,Online
1580,Cliente 01580,Palma,Plus,2024-03-23,Tienda
1581,Cliente 01581,Madrid,Plus,2022-09-17,Online
1582,Cliente 01582,Murcia,Premium,2022-04-06,Tienda
1583,Cliente 01583,Murcia,Plus,2022-08-23,Mixto
1584,Cliente 01584,Barcelona,Básico,2025-09-16,Online
1585,Cliente 01585,Pamplona,Básico,2019-06-01,Mixto
1586,Cliente 01586,Bilbao,Plus,2022-08-05,Online
1587,Cliente 01587,Zaragoza,Plus,2019-05-12,Tienda
1588,Cliente 01588,Murcia,Básico,2025-02-14,Tienda
1589,Cliente 01589,Gijón,Básico,2023-03-17,Online
1590,Cliente 01590,Vigo,Básico,2019-05-01,Tienda
1591,Cliente 01591,Vigo,Básico,2023-05-14,Online
1592,Cliente 01592,Bilbao,Plus,2022-01-18,Tienda
1593,Cliente 01593,Granada,Básico,2019-05-01,Tienda
1594,Cliente 01594,Gijón,Plus,2025-11-05,Mixto
1595,Cliente 01595,Palma,Plus,2021-08-25,Online
1596,Cliente 01596,Las Palmas,Premium,2019-03-02,Mixto
1597,Cliente 01597,Madrid,Básico,2021-08-17,Online
1598,Cliente 01598,Vigo,Premium,2023-08-06,Tienda
1599,Cliente 01599,Pamplona,Plus,2020-02-19,Online
1600,Cliente 01600,Palma,Plus,2024-10-18,Online
1601,Cliente 01601,Las Palmas,Básico,2021-12-09,Online
1602,Cliente 01602,Palma,Básico,2021-12-11,Tienda
1603,Cliente 01603,Barcelona,Plus,2024-08-16,Online
1604,Cliente 01604,Alicante,Básico,2022-11-02,Tienda
1605,Cliente 01605,Córdoba,Básico,2019-01-04,Mixto
1606,Cliente 01606,Santander,Plus,2023-01-18,Online
1607,Cliente 01607,Santander,Plus,2023-07-09,Online
1608,Cliente 01608,Palma,Básico,2021-03-08,Online
1609,Cliente 01609,Pamplona,Básico,2020-04-07,Online
1610,Cliente 01610,Las Palmas,Básico,2019-05-18,Tienda
1611,Cliente 01611,Alicante,Premium,2024-12-02,Tienda
1612,Cliente 01612,Valladolid,Premium,2019-01-11,Online
1613,Cliente 01613,Pamplona,Básico,2023-01-31,Online
1614,Cliente 01614,Vigo,Básico,2024-11-07,Tienda
1615,Cliente 01615,Valencia,Básico,2021-06-19,Online
1616,Cliente 01616,Barcelona,Básico,2020-05-26,Tienda
1617,Cliente 01617,Murcia,Premium,2024-01-02,Mixto
1618,Cliente 01618,Las Palmas,Básico,2023-05-30,Online
1619,Cliente 01619,Córdoba,Básico,2019-02-08,Tienda
1620,Cliente 01620,Palma,Básico,2023-01-14,Mixto
1621,Cliente 01621,Las Palmas,Básico,2019-01-01,Tienda
1622,Cliente 01622,Santander,Plus,2021-10-18,Mixto
1623,Cliente 01623,Málaga,Plus,2021-02-16,Mixto
1624,Cliente 01624,Palma,Plus,2024-10-31,Tienda
1625,Cliente 01625,Valladolid,Básico,2025-11-02,Tienda
1626,Cliente 01626,Palma,Premium,2023-11-21,Tienda
1627,Cliente 01627,Pamplona,Básico,2024-02-21,Tienda
1628,Cliente 01628,Pamplona,Plus,2019-02-28,Tienda
1629,Cliente 01629,Las Palmas,Premium,2019-06-13,Tienda
1630,Cliente 01630,Palma,Básico,2024-06-08,Mixto
1631,Cliente 01631,Valladolid,Premium,2021-12-30,Online
1632,Cliente 01632,Sevilla,Básico,2022-07-19,Online
1633,Cliente 01633,Murcia,Plus,2023-11-04,Online
1634,Cliente 01634,Sevilla,Básico,2021-06-05,Online
1635,Cliente 01635,Valencia,Básico,2023-10-09,Tienda
1636,Cliente 01636,Barcelona,Básico,2024-02-01,Online
1637,Cliente 01637,Valladolid,Básico,2020-09-06,Tienda
1638,Cliente 01638,Madrid,Básico,2023-10-20,Tienda
1639,Cliente 01639,Alicante,Básico,2020-03-08,Online
1640,Cliente 01640,Murcia,Plus,2021-03-04,Online
1641,Cliente 01641,Málaga,Básico,2024-06-17,Tienda
1642,Cliente 01642,Vigo,Básico,2025-11-17,Tienda
1643,Cliente 01643,Las Palmas,Premium,2019-06-15,Tienda
1644,Cliente 01644,Vigo,Premium,2023-07-17,Online
1645,Cliente 01645,Córdoba,Básico,2022-12-27,Online
1646,Cliente 01646,Madrid,Básico,2023-03-29,Online
1647,Cliente 01647,Sevilla,Plus,2024-07-04,Online
1648,Cliente 01648,Valladolid,Plus,2019-06-28,Mixto
1649,Cliente 01649,Pamplona,Básico,2024-03-04,Online
1650,Cliente 01650,Valencia,Plus,2020-12-14,Online
1651,Cliente 01651,Barcelona,Básico,2020-01-30,Mixto
1652,Cliente 01652,Santander,Básico,2022-02-16,Tienda
1653,Cliente 01653,Pamplona,Plus,2019-03-11,Tienda
1654,Cliente 01654,Sevilla,Plus,2023-05-31,Tienda
1655,Cliente 01655,Murcia,Plus,2022-12-15,Mixto
1656,Cliente 01656,Alicante,Básico,2022-08-03,Online
1657,Cliente 01657,Sevilla,Básico,2019-03-20,Online
1658,Cliente 01658,Zaragoza,Básico,2024-05-04,Mixto
1659,Cliente 01659,Murcia,Básico,2019-03-31,Mixto
1660,Cliente 01660,Alicante,Básico,2020-11-02,Mixto
1661,Cliente 01661,Zaragoza,Básico,2021-10-08,Online
1662,Cliente 01662,Murcia,Básico,2023-11-30,Mixto
1663,Cliente 01663,Zaragoza,Plus,2021-11-08,Online
1664,Cliente 01664,Vigo,Básico,2024-09-18,Tienda
1665,Cliente 01665,Valencia,Básico,2025-07-16,Mixto
1666,Cliente 01666,Bilbao,Plus,2024-05-09,Online
1667,Cliente 01667,Bilbao,Básico,2019-04-10,Online
1668,Cliente 01668,Santander,Premium,2024-05-24,Tienda
1669,Cliente 01669,Pamplona,Básico,2020-06-11,Mixto
1670,Cliente 01670,Las Palmas,Básico,2025-03-21,Online
1671,Cliente 01671,Valencia,Premium,2025-11-06,Mixto
1672,Cliente 01672,Vigo,Plus,2019-08-04,Online
1673,Cliente 01673,Palma,Plus,2019-09-10,Tienda
1674,Cliente 01674,Granada,Plus,2023-11-18,Online
1675,Cliente 01675,Málaga,Básico,2020-01-02,Mixto
1676,Cliente 01676,Pamplona,Plus,2025-10-11,Online
1677,Cliente 01677,Gijón,Premium,2022-10-12,Tienda
1678,Cliente 01678,Bilbao,Premium,2023-01-06,Online
1679,Cliente 01679,Vigo,Básico,2025-01-07,Mixto
1680,Cliente 01680,Zaragoza,Básico,2020-07-09,Mixto
1681,Cliente 01681,Málaga,Plus,2022-11-21,Online
1682,Cliente 01682,Bilbao,Básico,2025-12-27,Online
1683,Cliente 01683,Córdoba,Básico,2019-02-26,Tienda
1684,Cliente 01684,Bilbao,Básico,2020-03-22,Tienda
1685,Cliente 01685,Alicante,Básico,2020-01-09,Mixto
1686,Cliente 01686,Valladolid,Básico,2021-05-07,Tienda
1687,Cliente 01687,Vigo,Básico,2019-11-29,Tienda
1688,Cliente 01688,Pamplona,Básico,2020-03-15,Tienda
1689,Cliente 01689,Madrid,Básico,2024-12-19,Tienda
1690,Cliente 01690,Pamplona,Premium,2022-04-02,Online
1691,Cliente 01691,Barcelona,Básico,2021-07-04,Online
1692,Cliente 01692,Las Palmas,Básico,2021-12-06,Online
1693,Cliente 01693,Málaga,Básico,2025-10-16,Tienda
1694,Cliente 01694,Alicante,Básico,2022-06-09,Online
1695,Cliente 01695,Córdoba,Premium,2022-04-13,Tienda
1696,Cliente 01696,Granada,Premium,2025-06-29,Online
1697,Cliente 01697,Murcia,Básico,2019-04-06,Tienda
1698,Cliente 01698,Santander,Básico,2022-05-07,Online
1699,Cliente 01699,Zaragoza,Básico,2024-03-27,Tienda
1700,Cliente 01700,Sevilla,Básico,2022-08-08,Online
1701,Cliente 01701,Málaga,Básico,2025-01-28,Online
1702,Cliente 01702,Las Palmas,Básico,2025-03-16,Online
1703,Cliente 01703,Córdoba,Básico,2021-05-09,Tienda
1704,Cliente 01704,Gijón,Plus,2024-09-21,Mixto
1705,Cliente 01705,Bilbao,Básico,2020-09-15,Online
1706,Cliente 01706,Zaragoza,Básico,2020-09-04,Tienda
1707,Cliente 01707,Santander,Básico,2025-11-03,Tienda
1708,Cliente 01708,Murcia,Básico,2019-02-03,Tienda
1709,Cliente 01709,Bilbao,Básico,2021-06-21,Tienda
1710,Cliente 01710,Pamplona,Básico,2023-05-29,Online
1711,Cliente 01711,Palma,Básico,2021-11-22,Tienda
1712,Cliente 01712,Pamplona,Básico,2024-11-29,Mixto
1713,Cliente 01713,Santander,Plus,2020-10-05,Mixto
1714,Cliente 01714,Santander,Premium,2022-11-14,Online
1715,Cliente 01715,Valladolid,Básico,2019-11-16,Tienda
1716,Cliente 01716,Gijón,Básico,2020-06-23,Online
1717,Cliente 01717,Pamplona,Plus,2020-03-19,Tienda
1718,Cliente 01718,Bilbao,Plus,2024-03-09,Online
1719,Cliente 01719,Madrid,Básico,2020-06-02,Online
1720,Cliente 01720,Zaragoza,Básico,2023-09-08,Tienda
1721,Cliente 01721,Alicante,Básico,2021-06-02,Mixto
1722,Cliente 01722,Las Palmas,Plus,2022-12-15,Online
1723,Cliente 01723,Barcelona,Básico,2025-02-11,Tienda
1724,Cliente 01724,Valladolid,Básico,2025-01-15,Tienda
1725,Cliente 01725,Sevilla,Básico,2019-01-29,Mixto
1726,Cliente 01726,Las Palmas,Básico,2024-06-27,Tienda
1727,Cliente 01727,Valladolid,Básico,2025-09-08,Online
1728,Cliente 01728,Alicante,Plus,2023-09-04,Online
1729,Cliente 01729,Murcia,Básico,2020-04-23,Tienda
1730,Cliente 01730,Murcia,Básico,2023-08-27,Online
1731,Cliente 01731,Córdoba,Básico,2023-06-14,Mixto
1732,Cliente 01732,Vigo,Plus,2023-08-20,Mixto
1733,Cliente 01733,Gijón,Básico,2022-01-01,Mixto
1734,Cliente 01734,Málaga,Básico,2022-09-04,Online
1735,Cliente 01735,Murcia,Básico,2023-07-25,Tienda
1736,Cliente 01736,Zaragoza,Plus,2022-03-31,Tienda
1737,Cliente 01737,Las Palmas,Plus,2024-05-31,Online
1738,Cliente 01738,Valencia,Premium,2023-12-19,Online
1739,Cliente 01739,Murcia,Plus,2021-02-13,Online
1740,Cliente 01740,Sevilla,Básico,2023-04-10,Tienda
1741,Cliente 01741,Las Palmas,Básico,2024-04-17,Mixto
1742,Cliente 01742,Granada,Básico,2022-06-06,Mixto
1743,Cliente 01743,Pamplona,Plus,2024-01-02,Online
1744,Cliente 01744,Palma,Plus,2019-11-20,Tienda
1745,Cliente 01745,Barcelona,Básico,2023-11-30,Online
1746,Cliente 01746,Bilbao,Premium,2025-04-06,Online
1747,Cliente 01747,Barcelona,Básico,2023-07-10,Online
1748,Cliente 01748,Vigo,Básico,2023-08-24,Tienda
1749,Cliente 01749,Pamplona,Básico,2021-05-24,Tienda
1750,Cliente 01750,Las Palmas,Premium,2023-11-27,Mixto
1751,Cliente 01751,Sevilla,Premium,2021-06-29,Mixto
1752,Cliente 01752,Madrid,Básico,2019-05-14,Online
1753,Cliente 01753,Pamplona,Premium,2020-09-22,Tienda
1754,Cliente 01754,Zaragoza,Premium,2023-04-12,Online
1755,Cliente 01755,Valencia,Plus,2025-09-24,Tienda
1756,Cliente 01756,Sevilla,Premium,2022-06-21,Tienda
1757,Cliente 01757,Bilbao,Básico,2025-01-07,Online
1758,Cliente 01758,Alicante,Plus,2024-06-11,Online
1759,Cliente 01759,Santander,Plus,2022-12-05,Online
1760,Cliente 01760,Bilbao,Plus,2024-08-17,Online
1761,Cliente 01761,Córdoba,Básico,2021-10-23,Mixto
1762,Cliente 01762,Barcelona,Plus,2022-02-05,Online
1763,Cliente 01763,Madrid,Premium,2024-02-27,Tienda
1764,Cliente 01764,Madrid,Básico,2023-06-21,Mixto
1765,Cliente 01765,Santander,Premium,2022-01-12,Tienda
1766,Cliente 01766,Valladolid,Básico,2025-10-30,Tienda
1767,Cliente 01767,Gijón,Básico,2019-06-17,Mixto
1768,Cliente 01768,Madrid,Básico,2019-05-21,Online
1769,Cliente 01769,Madrid,Plus,2022-05-09,Online
1770,Cliente 01770,Granada,Plus,2019-03-29,Tienda
1771,Cliente 01771,Barcelona,Básico,2021-05-21,Tienda
1772,Cliente 01772,Valencia,Plus,2022-12-24,Mixto
1773,Cliente 01773,Las Palmas,Básico,2021-11-01,Online
1774,Cliente 01774,Valladolid,Básico,2020-06-03,Tienda
1775,Cliente 01775,Bilbao,Premium,2020-12-28,Tienda
1776,Cliente 01776,Palma,Plus,2023-03-25,Mixto
1777,Cliente 01777,Córdoba,Plus,2025-08-28,Online
1778,Cliente 01778,Murcia,Plus,2024-06-20,Online
1779,Cliente 01779,Málaga,Premium,2022-10-31,Mixto
